Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (VND),Competitive Density,SERP Features
các trò chơi luyện tiếng anh,,20,"0.11,0.11,0.11,0.33,1.00,0.00,0.11,0.11,0.11,0.11,0.11,0.00",,0.00,0.00,
các trò chơi luyện trí nhớ,,20,"0.14,0.14,0.14,0.14,0.29,0.29,1.00,0.14,0.14,0.14,0.29,0.14",,0.00,0.17,
các trò chơi luyện từ vựng tiếng anh,,20,"0.20,1.00,0.20,0.20,0.20,0.20,0.40,0.20,0.20,0.40,0.20,0.20",,0.00,0.60,
các trò chơi làm bằng giấy,,20,"0.11,0.11,0.33,0.11,0.11,0.22,1.00,0.33,0.22,0.11,0.11,0.11",,0.00,0.00,
các trò chơi lô tô,,20,"0.29,0.29,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.00,1.00,0.14",,0.00,0.23,
các trò chơi lửa trại,,20,"1.00,0.33,0.67,0.67,1.00,0.67,0.33,0.33,0.33,0.67,0.33,0.33",,0.00,0.01,
các trò chơi may rủi,,20,"0.57,0.14,0.14,1.00,0.14,0.29,0.14,0.14,0.14,0.29,0.14,0.57",,0.00,0.00,
các trò chơi mini game,,20,"0.14,0.14,0.71,0.29,0.14,0.14,0.14,0.14,1.00,0.14,0.71,0.14",,0.00,0.70,
các trò chơi miễn phí ở bà nà hill,,20,"0.22,0.11,0.11,0.11,0.11,0.44,0.11,1.00,0.11,0.22,0.11,0.11",,0.00,0.02,
các trò chơi montessori,,20,"0.20,0.20,0.20,0.20,0.20,0.20,0.60,1.00,0.20,0.00,0.00,1.00",,0.00,0.33,
các trò chơi mạo hiểm ở hà nội,,20,"0.57,0.57,0.00,0.14,0.00,0.14,0.29,0.71,0.14,0.14,1.00,0.43",,0.00,0.00,
các trò chơi mạo hiểm ở sun world,,20,"0.25,0.25,0.25,0.50,1.00,0.50,0.25,0.50,0.50,0.25,0.25,0.25",,0.00,0.05,
các trò chơi mạo hiểm ở thiên đường bảo sơn,,20,"0.14,0.14,0.14,0.14,0.29,1.00,0.14,1.00,0.14,0.14,0.14,0.71",,0.00,0.01,
các trò chơi mạo hiểm ở đà nẵng,,20,"0.14,0.43,0.43,0.00,0.57,0.00,0.14,0.14,1.00,0.43,0.29,0.14",,0.00,0.00,
các trò chơi mầm non,,20,"1.00,0.20,0.20,0.20,0.20,0.60,0.20,0.20,0.20,0.20,0.40,0.20",,0.00,0.86,
các trò chơi ngoài trời bằng tiếng anh,,20,"1.00,0.11,0.22,0.11,0.11,0.22,0.11,0.11,0.22,0.22,0.11,0.11",,0.00,0.00,
các trò chơi ngoài trời cho trẻ em,,20,"0.25,0.75,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.50,0.75,0.50",,0.00,0.94,
các trò chơi ngoài trời cho trẻ nhà trẻ,,20,"0.00,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.29,0.14,0.14,0.14",,0.00,0.00,
các trò chơi ngày 20 10,,20,"0.06,0.24,1.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,
các trò chơi ngón tay cho trẻ mầm non,,20,"0.25,0.25,0.25,0.25,1.00,0.25,0.75,0.50,0.25,0.25,0.75,0.25",,0.00,0.07,
các trò chơi ngắn,,20,"1.00,0.20,0.20,0.20,0.20,0.40,0.60,0.20,0.20,0.20,0.20,0.00",,0.00,0.00,
các trò chơi nhà trẻ,,20,"1.00,0.11,0.11,0.11,0.22,0.11,0.11,0.11,0.11,0.11,0.22,0.11",,0.00,0.18,
các trò chơi nhóm,,20,"0.14,0.29,0.14,0.14,1.00,0.29,0.71,0.14,0.14,0.14,0.29,0.14",,0.00,0.67,
các trò chơi nhóm nhỏ,,20,"0.29,0.14,0.14,0.14,0.14,1.00,0.43,0.14,0.14,0.29,0.14,0.43",,0.00,0.88,
các trò chơi nhóm vui,,20,"0.14,0.29,0.14,0.14,0.14,0.29,1.00,0.14,0.14,0.14,0.14,0.14",,0.00,0.29,
các trò chơi nhập trại,,20,"0.25,0.25,0.25,0.25,0.25,1.00,0.75,1.00,0.50,0.50,0.25,0.25",,0.00,0.00,
các trò chơi nhật bản,,20,"1.00,0.11,0.11,0.22,0.11,0.11,0.44,0.56,0.22,0.11,0.11,0.11",,0.00,0.43,
các trò chơi nhỏ trong lớp học,,20,"0.40,0.80,0.80,0.40,0.40,0.20,0.20,0.00,0.40,1.00,0.20,0.20",,0.00,0.00,
các trò chơi ninja,,20,"0.25,0.25,0.25,0.50,0.50,1.00,1.00,0.75,0.75,0.50,0.75,0.25",,0.00,0.00,
các trò chơi nâng cao trí tuệ,,20,"0.40,0.20,0.20,1.00,0.60,0.60,0.20,0.40,0.20,0.60,0.20,0.20",,0.00,0.29,
các trò chơi nước,,20,"0.40,1.00,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20",,0.00,0.95,
các trò chơi offline hay cho iphone,,20,"0.75,0.25,1.00,0.25,0.25,0.25,0.50,0.25,0.25,0.25,0.25,0.25",,0.00,0.07,
các trò chơi phát triển trí não cho trẻ,,20,"0.22,0.22,0.11,0.33,0.11,0.22,0.11,0.11,0.11,1.00,0.11,0.11",,2378.44,0.92,
các trò chơi pikachu,,20,"0.33,0.33,0.33,0.67,1.00,0.33,1.00,0.67,0.33,1.00,0.33,1.00",,0.00,0.04,
các trò chơi powerpoint hay,,20,"1.00,0.25,0.25,0.25,0.25,0.75,0.50,0.25,0.75,0.25,0.25,0.25",,0.00,0.00,
các trò chơi pp,,20,"0.44,0.11,0.22,1.00,0.11,0.11,0.22,0.11,0.11,0.00,0.11,0.11",,0.00,0.00,
các trò chơi qua tin nhắn,,20,"0.22,0.11,0.22,1.00,0.11,0.11,0.78,0.11,0.11,0.11,0.11,0.11",,0.00,0.00,
các trò chơi quản trò,,20,"0.20,0.20,1.00,0.60,0.20,0.20,0.40,0.20,0.40,0.40,0.40,0.20",,0.00,0.03,
các trò chơi rèn luyện sự tập trung,,20,"0.11,0.11,0.11,0.11,0.11,0.11,0.22,1.00,0.11,0.44,0.11,0.11",,0.00,0.68,
các trò chơi rèn luyện trí nhớ,,20,"0.20,0.20,0.20,0.20,0.20,1.00,0.40,0.20,0.60,1.00,0.20,0.20",,0.00,1.00,
các trò chơi rèn luyện trí nhớ cho trẻ,,20,"0.50,1.00,0.75,0.50,1.00,0.25,0.25,0.25,0.50,0.25,0.25,0.25",,0.00,0.82,
các trò chơi rèn luyện trí thông minh,,20,"0.00,0.11,0.11,0.00,0.11,1.00,0.00,0.56,0.00,0.11,0.00,0.78",,0.00,0.07,
các trò chơi rèn luyện tính kiên nhẫn,,20,"0.75,0.25,0.25,0.25,1.00,0.25,0.25,0.25,0.25,0.25,0.25,0.75",,0.00,0.22,
các trò chơi rèn luyện tư duy logic,,20,"0.20,0.20,0.20,0.20,0.20,0.60,0.20,1.00,0.40,0.40,0.20,0.20",,0.00,0.12,
các trò chơi rút thăm trúng thưởng,,20,"0.00,0.00,0.00,0.20,0.60,0.20,0.40,0.80,0.20,1.00,0.20,0.00",,0.00,0.00,
các trò chơi sinh hoat dành cho thiếu nhi,,20,"0.71,0.00,0.29,0.14,0.00,0.14,1.00,0.29,0.14,0.57,0.00,0.14",,0.00,0.00,
các trò chơi sinh hoạt câu lạc bộ tiếng anh,,20,"0.20,0.20,0.80,0.20,0.40,0.20,1.00,0.20,0.80,0.20,0.80,0.20",,0.00,0.00,
các trò chơi sinh hoạt lửa trại,,20,"0.67,0.00,0.67,1.00,0.33,0.33,1.00,0.67,0.33,0.33,0.67,1.00",,0.00,0.00,
các trò chơi sinh hoạt thiếu nhi,,20,"0.25,0.75,0.75,0.25,0.25,0.25,0.25,0.50,0.25,1.00,1.00,0.25",,0.00,0.04,
các trò chơi sinh hoạt thiếu nhi thánh the,,20,"0.00,0.00,0.25,1.00,0.25,0.25,0.25,0.25,0.25,0.25,1.00,0.75",,0.00,0.00,
các trò chơi sinh hoạt tntt,,20,"0.14,0.14,0.57,0.29,1.00,0.14,0.14,0.14,0.14,0.14,0.71,0.29",,0.00,0.00,
các trò chơi sinh hoạt trong lớp học,,20,"0.14,0.14,0.29,0.14,0.14,0.14,0.29,0.14,0.14,0.14,0.14,1.00",,0.00,0.00,
các trò chơi sinh hoạt tập thể ngoài trời,,20,"0.43,0.14,1.00,0.14,0.14,0.43,0.14,0.43,0.14,0.14,0.14,0.14",,0.00,0.33,
các trò chơi sinh hoạt vòng tròn cho thiếu nhi,,20,"0.20,0.20,0.20,0.20,1.00,0.80,0.20,0.20,0.60,0.20,0.20,0.60",,0.00,0.04,
các trò chơi sinh hoạt đoàn,,20,"1.00,0.60,0.20,0.40,0.40,0.20,0.20,0.20,0.20,0.40,0.20,0.20",,0.00,0.11,
các trò chơi sân khấu,,20,"0.14,0.71,0.14,0.29,0.14,0.57,0.14,0.14,0.14,1.00,0.14,0.00",,0.00,0.00,
các trò chơi team building bựa,,20,"0.11,0.11,0.11,0.11,0.11,0.11,1.00,1.00,0.11,0.11,0.11,0.11",,0.00,0.12,
các trò chơi team building cho trẻ em,,20,"0.22,0.11,1.00,0.11,0.33,0.11,0.11,0.11,0.22,0.22,0.11,0.11",,0.00,0.59,
các trò chơi team building hay,,20,"1.00,0.25,0.75,0.75,1.00,0.25,0.25,0.25,0.25,0.25,0.25,0.50",,0.00,0.04,
các trò chơi team building hay nhất,,20,"1.00,0.00,0.11,0.00,0.00,0.00,0.56,0.44,0.00,0.00,0.00,0.00",,0.00,0.00,
các trò chơi team building indoor,,20,"0.71,0.29,0.29,0.14,0.29,0.14,1.00,0.14,0.14,0.14,0.14,0.14",,0.00,0.43,
các trò chơi team building outdoor,,20,"0.00,0.44,0.11,0.44,0.00,0.11,1.00,0.00,0.33,0.00,0.00,0.00",,0.00,0.00,
các trò chơi team building trong running man,,20,"1.00,0.00,0.29,0.14,0.14,0.14,0.43,0.14,0.14,0.29,0.14,0.57",,0.00,0.06,
các trò chơi team building trong văn phòng,,20,"0.14,1.00,0.29,0.14,0.14,0.14,0.43,0.14,0.14,0.14,0.14,0.14",,0.00,0.10,
các trò chơi team building trên bãi biển,,20,"0.20,0.80,0.20,0.40,0.20,0.00,0.80,0.20,0.20,1.00,0.80,0.20",,0.00,0.13,
các trò chơi team building vui nhộn,,20,"0.20,0.80,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.60,0.60",,0.00,0.19,
các trò chơi team building với bóng bay,,20,"0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.29,0.14",,0.00,0.00,
các trò chơi team building độc lạ,,20,"0.29,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.43,0.71,0.14,0.29",,0.00,0.44,
các trò chơi teamwork,,20,"0.29,0.14,0.14,0.14,0.14,0.14,1.00,0.29,0.14,0.14,0.29,0.14",,0.00,0.02,
các trò chơi theo nhóm,,20,"0.20,0.60,0.20,0.40,0.20,0.20,0.20,1.00,0.40,1.00,0.20,0.20",,0.00,0.08,
các trò chơi thuyết trình,,20,"0.45,0.09,1.00,0.09,0.27,0.09,0.09,0.09,0.18,0.09,0.09,0.09",,0.00,0.00,
các trò chơi thể thao bằng tiếng anh,,20,"0.22,1.00,0.33,0.11,0.11,0.11,0.11,0.22,0.11,0.22,0.11,0.11",,0.00,0.00,
các trò chơi thể thao cho trẻ,,20,"0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.29,0.14,0.14",,0.00,0.21,
các trò chơi thể thao trên biển,,20,"0.29,0.71,0.14,0.57,0.14,0.57,0.14,0.14,0.14,1.00,0.14,0.14",,0.00,0.00,
các trò chơi thử thách,,20,"0.20,0.20,0.20,0.20,0.40,0.20,0.20,0.40,0.20,1.00,1.00,0.20",,0.00,0.04,
các trò chơi tiếng anh cho bé,,20,"0.14,1.00,0.14,0.14,0.14,0.14,0.29,1.00,0.14,0.29,0.14,0.57",,0.00,0.26,
các trò chơi tiếng anh cho trẻ,,20,"0.75,0.25,1.00,0.25,0.25,0.25,0.25,0.25,0.50,0.50,0.25,0.50",,0.00,0.30,
các trò chơi tiếng anh cho trẻ mầm non,,20,"0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1.00,0.22,0.22",,0.00,0.24,
các trò chơi tiếng anh tiểu học,,20,"0.11,0.11,0.56,0.56,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,0.00,0.11,
các trò chơi tiếng anh trong lớp,,20,"0.11,0.11,0.11,0.78,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.00",,0.00,0.00,
các trò chơi tiếng anh tập thể cho trẻ em,,20,"0.14,0.29,1.00,0.14,0.00,0.14,0.00,0.14,1.00,0.00,0.00,0.00",,0.00,0.00,
các trò chơi tiếng anh vui nhộn,,20,"0.14,0.14,0.14,0.29,0.14,0.14,0.57,1.00,0.14,0.00,0.29,0.14",,0.00,0.33,
các trò chơi tiếng trung,,20,"0.20,0.20,0.20,0.40,0.20,0.20,0.20,1.00,0.40,1.00,0.20,0.80",,0.00,0.00,
các trò chơi tiểu học,,20,"0.14,0.29,0.14,0.43,0.14,0.43,0.14,0.43,0.29,0.14,0.14,1.00",,0.00,0.00,
các trò chơi tiệc cuối năm,,20,"0.00,0.00,0.25,0.50,0.25,1.00,0.25,0.25,0.00,0.25,0.75,1.00",,0.00,0.00,
các trò chơi toán học cho trẻ mầm non,,20,"0.40,0.20,0.40,1.00,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.60",,0.00,1.00,
các trò chơi trong bar,,20,"0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.43,0.14,0.14,0.29,0.14",,0.00,0.00,
các trò chơi trong casino,,20,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.43,0.14,0.71,0.14",,0.00,0.00,
các trò chơi trong cuộc đua kỳ thú,,20,"0.20,0.20,0.20,0.20,0.80,1.00,0.20,0.20,0.40,0.20,0.40,0.20",,0.00,0.00,
các trò chơi trong câu lạc bộ tiếng anh,,20,"0.11,0.56,1.00,0.56,0.33,0.11,0.11,0.22,0.11,0.11,0.00,0.00",,0.00,0.00,
các trò chơi trong công viên bằng tiếng anh,,20,"0.33,0.33,1.00,0.33,0.33,0.33,0.33,1.00,0.67,0.33,0.67,0.33",,0.00,0.00,
các trò chơi trong công viên giải trí,,20,"0.11,0.22,1.00,0.11,0.78,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,0.00,0.00,
các trò chơi trong công viên nước hạ long,,20,"1.00,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20,0.20,0.60,0.80",,0.00,0.06,
các trò chơi trong dạy học môn toán,,20,"0.20,0.40,1.00,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.00,0.20",,0.00,0.00,
các trò chơi trong dạy học ngữ văn,,20,"0.20,0.20,0.40,0.20,0.20,0.40,1.00,0.20,0.20,0.20,0.20,0.20",,0.00,0.00,
các trò chơi trong dạy học tiếng anh,,20,"0.25,0.25,0.50,1.00,0.25,0.25,0.25,1.00,0.25,0.50,0.00,1.00",,0.00,0.00,
các trò chơi trong dạy học ở tiểu học,,20,"0.14,0.14,1.00,0.14,1.00,0.14,0.14,0.29,0.29,0.14,0.00,0.00",,0.00,0.00,
các trò chơi trong event,,20,"0.14,0.14,0.29,1.00,0.29,1.00,0.00,0.00,0.43,0.29,0.00,0.14",,0.00,0.00,
các trò chơi trong gala dinner,,20,"0.20,1.00,0.20,0.80,0.40,0.20,0.20,0.20,0.40,0.20,0.80,1.00",,0.00,0.03,
các trò chơi trong hãy chọn giá đúng,,20,"0.20,0.60,0.20,1.00,0.40,0.80,0.20,0.20,0.40,0.20,0.20,0.20",,0.00,0.00,
các trò chơi trong học tập,,20,"0.11,0.11,0.11,0.22,0.11,0.11,0.11,0.22,0.11,0.00,1.00,0.00",,0.00,0.00,
các trò chơi trong hội trại,,20,"0.25,0.25,0.50,1.00,0.25,0.25,0.25,0.25,0.25,0.50,0.50,0.25",,0.00,0.00,
các trò chơi trong khu vui chơi giải trí,,20,"0.56,0.33,0.11,0.11,0.11,0.33,0.11,0.22,1.00,0.11,0.11,0.11",,0.00,0.40,
các trò chơi trong liar game,,20,"0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.60,1.00",,0.00,0.00,
các trò chơi trong lễ hội,,20,"0.67,1.00,0.33,0.33,0.67,0.33,0.67,0.33,0.67,0.33,0.33,0.33",,0.00,0.00,
các trò chơi trong lớp,,20,"1.00,0.20,0.40,0.20,0.20,0.20,0.80,0.20,0.20,0.20,0.20,0.20",,0.00,0.31,
các trò chơi trong lớp học tiếng anh,,20,"0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.29,0.14,0.14,0.43",,0.00,0.00,
các trò chơi trong môn gdcd,,20,"0.25,0.25,0.25,1.00,0.25,0.25,0.25,0.75,0.25,0.00,0.50,0.50",,0.00,0.00,
các trò chơi trong môn toán tiểu học,,20,"0.14,0.14,0.14,0.14,0.71,0.14,1.00,0.14,0.29,0.00,0.14,0.29",,0.00,0.00,
các trò chơi trong nhà cho bé,,20,"1.00,0.20,0.00,1.00,0.00,0.40,0.20,0.20,0.20,0.20,0.80,0.00",,0.00,0.00,
các trò chơi trong phòng,,20,"0.20,0.60,0.20,0.20,0.60,0.20,0.20,0.20,0.80,1.00,0.20,0.20",,0.00,0.00,
các trò chơi trong powerpoint,,20,"0.14,0.14,0.14,0.43,0.14,0.14,0.14,0.29,1.00,0.14,0.14,0.14",,0.00,0.00,
các trò chơi trong royal city,,20,"0.20,0.60,0.20,0.40,0.60,0.20,1.00,0.20,0.20,0.20,0.40,0.20",,0.00,0.00,
các trò chơi trong scratch,,20,"0.14,0.29,0.29,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.43",,0.00,0.00,
các trò chơi trong siêu thị,,20,"0.11,0.11,0.11,0.22,0.56,0.11,1.00,0.33,0.11,0.11,0.11,0.11",,0.00,0.29,
các trò chơi trong sun world,,20,"0.20,0.20,0.20,0.20,0.20,0.00,0.40,0.20,0.20,0.60,1.00,0.20",,0.00,0.00,
các trò chơi trong sun world đà nẵng,,20,"0.20,0.00,0.60,0.20,0.20,1.00,0.20,0.60,0.40,0.20,0.40,0.40",,0.00,0.03,
các trò chơi trong talking tom,,20,"1.00,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.50,0.25,0.50,0.75",,0.00,0.12,
các trò chơi trong thuyết trình tiếng anh,,20,"0.75,0.25,0.25,0.25,0.25,0.25,0.75,0.25,0.25,0.25,0.00,1.00",,0.00,0.00,
các trò chơi trong tiệc sinh nhật,,20,"0.11,0.22,0.33,0.11,0.11,0.11,0.11,0.44,0.22,0.11,1.00,0.11",,0.00,0.16,
các trò chơi trong tiệc tất niên,,20,"0.00,0.00,0.07,0.07,0.07,1.00,0.07,0.07,0.07,0.07,0.07,0.50",,0.00,0.00,
các trò chơi trong trung tâm thương mại,,20,"0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.60,0.80,0.20",,0.00,0.00,
các trò chơi trong văn phòng,,20,"0.20,0.20,0.20,0.20,0.20,0.40,0.20,0.20,0.40,1.00,0.60,0.20",,0.00,0.00,
các trò chơi trong workshop,,20,"0.14,0.14,1.00,0.14,0.14,0.71,0.14,0.14,0.00,0.29,0.14,0.43",,0.00,0.00,
các trò chơi trong đầm sen,,20,"0.11,1.00,0.11,0.22,0.11,0.11,0.33,0.11,0.11,0.11,0.56,0.33",,0.00,0.05,
các trò chơi trong đầm sen khô,,20,"0.25,0.25,1.00,0.50,0.25,0.25,0.50,0.25,0.50,0.75,1.00,0.25",,528.54,0.06,
các trò chơi trong đầm sen nước,,20,"0.80,0.40,1.00,0.20,0.20,0.20,0.60,0.20,0.20,0.20,0.20,0.20",,0.00,0.00,
các trò chơi trên facebook,,20,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.78,0.33,1.00,0.11,0.11",,0.00,0.00,
các trò chơi trên google chrome,,20,"0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.60,0.20,0.20,0.20,0.20",,0.00,0.00,
các trò chơi trên hago,,20,"0.43,0.00,0.29,0.14,0.71,0.14,0.14,0.14,0.14,0.14,1.00,0.00",,0.00,0.00,
các trò chơi trên messenger,,20,"0.40,0.20,0.20,0.40,1.00,0.20,0.20,0.60,0.80,0.20,0.20,0.20",,0.00,0.00,
các trò chơi trên xe du lịch,,20,"0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.60,1.00,0.20,0.40",,0.00,0.13,
các trò chơi trên zing me,,20,"0.25,0.25,0.75,0.25,0.25,0.25,0.75,0.25,1.00,0.25,0.25,0.25",,0.00,0.00,
các trò chơi trí tuệ cho bé 3 tuổi,,20,"0.14,0.29,0.14,0.00,0.14,0.14,0.14,0.00,1.00,0.71,0.14,0.00",,0.00,0.00,
các trò chơi trí tuệ tập thể,,20,"0.14,0.14,0.14,0.43,0.71,0.14,0.00,0.14,0.14,1.00,0.14,0.14",,0.00,0.00,
các trò chơi trả lời câu hỏi,,20,"0.40,1.00,0.20,0.20,0.20,0.60,0.20,0.20,0.40,0.20,0.20,0.20",,0.00,0.00,
các trò chơi tâm linh,,20,"0.33,0.67,0.67,0.33,1.00,0.33,1.00,0.33,0.67,0.67,1.00,0.67",,0.00,0.00,
các trò chơi tăng tính tập trung cho trẻ,,20,"0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.40,0.80,0.20,0.20,0.20",,0.00,0.83,
các trò chơi tương tác,,20,"0.20,0.40,0.80,0.20,0.20,1.00,0.20,0.40,0.40,0.20,0.20,0.20",,0.00,0.88,
các trò chơi tại bà nà hill,,20,"0.14,0.14,1.00,0.14,0.29,0.14,0.14,0.14,0.14,0.29,0.14,0.43",,528.54,0.16,
các trò chơi tại công viên châu á đà nẵng,,20,"0.14,0.00,0.00,0.00,0.43,0.14,1.00,0.14,0.14,0.43,0.14,0.57",,0.00,0.24,
các trò chơi tại công viên nước hồ tây,,20,"1.00,0.20,0.20,0.20,0.00,0.00,0.20,1.00,0.20,0.40,0.20,0.20",,0.00,0.03,
các trò chơi tại công viên rồng,,20,"0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.33,0.22,0.11,0.78,0.11",,0.00,0.08,
các trò chơi tại công viên rồng sun world,,20,"0.20,0.60,0.20,0.00,0.20,0.00,0.20,0.60,1.00,0.20,0.20,1.00",,0.00,0.02,
các trò chơi tại khu du lịch lan vương,,20,"1.00,0.14,0.43,0.14,0.14,0.14,0.14,0.14,0.14,0.43,0.14,0.00",,0.00,0.00,
các trò chơi tại nhà cho bé,,20,"0.14,0.14,0.14,0.14,0.14,0.14,0.29,0.71,1.00,0.14,0.14,0.14",,0.00,0.77,
các trò chơi tại suối tiên,,20,"1.00,0.33,0.11,0.11,0.56,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,0.00,0.07,
các trò chơi tại vinpearl,,20,"0.33,0.00,0.00,0.11,0.00,0.11,0.11,1.00,0.11,0.11,0.11,0.11",,0.00,0.00,
các trò chơi tại vinpearl nha trang,,20,"1.00,0.11,0.11,0.33,0.22,0.11,0.11,0.22,0.11,0.11,0.11,0.33",,1849.89,0.13,
các trò chơi tại đầm sen nước,,20,"0.33,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,0.00,0.02,
các trò chơi tải về máy tính,,20,"0.14,0.00,0.14,1.00,0.00,0.14,0.14,0.29,1.00,0.14,0.29,0.14",,0.00,0.57,
các trò chơi tập the ngoài trời cho thiếu nhi,,20,"0.50,0.25,0.25,0.25,0.25,1.00,0.25,0.75,0.00,1.00,0.75,0.25",,0.00,0.00,
các trò chơi tập the vui nhộn,,20,"0.11,0.11,1.00,0.00,0.33,0.11,0.78,0.11,0.11,0.11,0.22,0.11",,0.00,0.00,
các trò chơi tập thể cho học sinh tiểu học,,20,"0.29,0.14,0.29,0.43,0.14,0.14,0.57,0.14,0.29,0.14,0.43,1.00",,0.00,0.00,
các trò chơi tập thể cho trẻ,,20,"0.25,1.00,0.50,0.50,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25",,0.00,0.00,
các trò chơi tập thể hay,,20,"0.43,0.14,0.14,0.71,0.14,0.14,0.57,0.14,1.00,0.43,0.14,0.14",,0.00,0.19,
các trò chơi tập thể hài hước,,20,"0.25,0.75,0.25,1.00,0.00,0.50,0.25,0.75,0.00,0.00,0.50,0.75",,0.00,0.50,
các trò chơi tập thể liên hoàn,,20,"0.75,0.50,0.00,0.25,0.75,0.25,0.50,1.00,0.50,0.25,0.00,0.00",,0.00,0.00,
các trò chơi tập thể ngoài trời vui nhộn,,20,"0.22,0.11,0.11,0.78,0.00,0.00,1.00,0.11,0.11,0.11,0.11,0.11",,0.00,0.00,
các trò chơi tập thể trong lớp,,20,"0.20,1.00,0.20,0.20,0.40,0.20,0.20,0.20,0.20,0.20,0.60,0.60",,0.00,0.03,
các trò chơi tập thể trong văn phòng,,20,"0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.33,0.11,0.56,0.00",,0.00,0.00,
các trò chơi tập thể trên bãi biển,,20,"0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,1.00,0.67,1.00",,0.00,0.04,
các trò chơi tập thể trên xe,,20,"0.14,0.14,0.14,1.00,0.14,0.14,0.29,0.14,0.14,0.14,0.14,0.29",,0.00,0.00,
các trò chơi tập thể trên xe ô tô,,20,"0.11,0.11,0.22,0.11,0.33,1.00,0.11,0.22,0.11,0.11,0.11,0.22",,0.00,0.00,
các trò chơi tập thể trí tuệ,,20,"0.14,0.14,0.14,1.00,0.14,0.14,0.29,0.57,0.29,0.14,0.71,0.00",,0.00,0.00,
các trò chơi tập thể tại chỗ,,20,"0.14,0.57,0.14,0.14,0.29,0.14,0.14,0.14,1.00,0.43,0.14,0.14",,0.00,0.03,
các trò chơi tập thể vui,,20,"1.00,0.14,0.71,0.14,0.14,0.14,0.57,0.14,0.14,0.14,0.14,0.14",,0.00,0.01,
các trò chơi tập thể vui nhộn cho học sinh,,20,"0.00,0.22,1.00,0.00,0.44,0.00,0.22,0.11,0.00,0.00,0.00,0.00",,0.00,0.00,
các trò chơi tập thể vui nhộn cho thiếu nhi,,20,"0.75,0.25,0.25,0.00,0.50,0.25,0.25,1.00,0.25,0.25,0.75,0.25",,0.00,0.00,
các trò chơi tập thể vui nhộn cho trẻ em,,20,"0.11,1.00,0.11,0.11,0.11,0.22,0.11,0.11,0.56,0.11,0.11,0.11",,0.00,0.25,
các trò chơi tập thể vui nhộn ngoài trời,,20,"1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.20,0.20,0.20,0.60",,0.00,0.30,
các trò chơi tập thể vui nhộn trong nhà,,20,"0.25,1.00,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.50,0.25,0.75",,0.00,0.00,
các trò chơi tập thể vui nhộn trong phòng,,20,"0.33,0.11,1.00,0.11,0.22,0.11,0.11,0.11,0.00,0.11,0.11,0.11",,0.00,0.00,
các trò chơi tết trung thu,,20,"1.00,0.57,0.14,0.14,0.14,0.43,0.00,0.43,1.00,0.14,0.00,0.14",,0.00,0.00,
các trò chơi tổ chức cho trẻ em,,20,"1.00,0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.67,0.33,1.00",,0.00,0.00,
các trò chơi tổ chức trong lớp học tiếng anh,,20,"0.14,1.00,0.57,0.14,0.43,0.00,0.14,0.00,0.14,0.14,0.14,0.00",,0.00,0.00,
các trò chơi uống bia,,20,"0.14,0.14,0.14,0.43,0.14,0.14,0.14,0.14,0.43,0.14,1.00,0.14",,0.00,0.54,
